Day_Paper_ID,CourseCode,CourseStart,CourseEnd,CoursePeriod,ExamDayId,IsActive,Semester,Session,Hall,HallID
1--1,ABE 204,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,1000 CAP LT HALL,61
1--1,ABE 204,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,COLBIOS AUD,1
1--1,AEM 502,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,CAD,8
1--1,AEM 502,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,CPL,12
1--1,APH 506,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,JAO3,17
1--1,BOT 402,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,AUD II,86
1--1,CHM 228,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,PISAD AUD,76
1--1,CMS 202,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,ANE1,6
1--1,CMS 202,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,ANE2,7
1--1,CVE 520,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,AUD I,87
1--1,EMT 518,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,AUD III,93
1--1,ETS 306,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,ELBOG I,77
1--1,ETS 306,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,ELBOG II,78
1--1,FIS 310,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,MP01,18
1--1,FST 502,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,JAO2,16
1--1,GNS 106,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,JAO1,15
1--1,HTM 502,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,CENTS-AUD,58
1--1,MCB 410,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,MP02,19
1--1,MCB 410,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,MPL,20
1--1,PCP 510,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,AGRIC LAB 1,69
1--1,PCP 510,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,AGRIC LAB 2,70
1--1,STS 214,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,ENG-AUD,13
1--1,VBA 214,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,VET 300,32
1--1,VBA 214,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,VET AUD,36
1--1,VPR 402,9:00am,12:00 noon,Morning (9am - 12noon),1,1,2,2024/2025,VET 200,31
1--2,AAD 516,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,AUD II,86
1--2,ANN 504,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,AGRIC LAB 1,69
1--2,ANN 504,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,AGRIC LAB 2,70
1--2,ARD 510,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,JAO2,16
1--2,CHM 406,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,COLBIOS AUD,1
1--2,CMS 102,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,ANE1,6
1--2,CMS 102,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,ANE2,7
1--2,CPT 514,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,AUD I,87
1--2,CVE 350,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,PISAD AUD,76
1--2,ELE 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,MP01,18
1--2,ELE 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,MPL,20
1--2,ELE 514,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,ENG-AUD,13
1--2,EMT 304,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,JAO1,15
1--2,ETS 312,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,ELBOG I,77
1--2,ETS 312,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,ELBOG II,78
1--2,FIS 510,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,CAD,8
1--2,FST 306,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,AUD III,93
1--2,GLY 316,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,COLFHEC2,11
1--2,HTM 308,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,MP02,19
1--2,MTE 502,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,ACAD C4-C6,80
1--2,MTS 214,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,1000 CAP LT HALL,61
1--2,NTD 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,JAO3,17
1--2,VBA 214 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,VET ANAT LAB,39
1--2,VCH 602,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,VET AUD,36
1--2,VPM 402 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,VET MICRO LAB,67
1--2,WMA 508,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,CPL,12
1--2,ZOO 262,2:00pm,5:00pm,Afternoon(2pm - 5pm),1,1,2,2024/2025,TETFUND BIO LAB,64
2--1,ABE 508,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ABE LR,74
2--1,AAD 512,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,JAO1,15
2--1,ABE 302,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,VET AUD,36
2--1,ACC 102,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ELBOG I,77
2--1,ACC 102,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ELBOG II,78
2--1,ARD 504,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,COLBIOS AUD,1
2--1,BCH 414,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ANE2,7
2--1,CSC 448,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,1000 CAP LT HALL,61
2--1,CVE 318,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,AUD I,87
2--1,ELE 310,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,AUD III,93
2--1,EMT 520,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,CENTS-AUD,58
2--1,ETS 414,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ACCT-400LR,53
2--1,ETS 414,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ECO-400LR,54
2--1,ETS 414,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ETS-400LR,46
2--1,ETS 414,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,BFN-400LR,55
2--1,FRM 518,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,MPL,20
2--1,FST 316,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,MP02,19
2--1,HSM 418,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,PATTERN LAB,59
2--1,HTM 202,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,COLFHEC1,10
2--1,HTM 202,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,COLFHEC2,11
2--1,HTM 504,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,AUD II,86
2--1,MCB 412,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ENG-AUD,13
2--1,MCE 302,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,PISAD AUD,76
2--1,MCE 506,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,MCE LR,75
2--1,MTE 302,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ANE1,6
2--1,MTS 424,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,JAO2,16
2--1,PCP 504,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,JAO3,17
2--1,PCP 504,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,CAD,8
2--1,PRM 500,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,MP01,18
2--1,VCM 502,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,VET 400,33
2--1,VPC 402,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,VET 300,32
2--1,VPR 312,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,VET 200,31
2--1,ZOO 470,9:00am,12:00 noon,Morning (9am - 12noon),2,1,2,2024/2025,ACAD C1-C3,79
2--2,ABG 500,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,CAD,8
2--2,ABG 500,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,JAO1,15
2--2,ABG 500,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,JAO2,16
2--2,BIO 208,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,AUD II,86
2--2,CHM 408,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ACAD C1-C3,79
2--2,CHM 408,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ACAD C4-C6,80
2--2,CSC 214,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,JAO3,17
2--2,CSC 416,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,MPL,20
2--2,EMT 310,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ENG-AUD,13
2--2,ETS 208,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ELBOG I,77
2--2,ETS 208,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ELBOG II,78
2--2,ETS 320,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,VET AUD,36
2--2,FST  312,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ANE1,6
2--2,FST  312,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ANE2,7
2--2,FWM 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,MP02,19
2--2,FWP 408/412,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,AUD I,87
2--2,401,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,AUD I,87
2--2,403,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,AUD I,87
2--2,405,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,AUD I,87
2--2,GLY 310,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ACAD A3,81
2--2,HRT 504,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,CENTS-AUD,58
2--2,HSM 206,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,COLFHEC1,10
2--2,HSM 206,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,COLFHEC2,11
2--2,HSM 432,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,COLFHEC3,65
2--2,HTM 304,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,AUD III,93
2--2,LIS 114,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,ACCT-400LR,53
2--2,MCE 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,1000 CAP LT HALL,61
2--2,MCE 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,COLBIOS AUD,1
2--2,SOS 520,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,AGRIC LAB 1,69
2--2,SOS 520,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,AGRIC LAB 2,70
2--2,VPR 312 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,VET_PARA_LAB,49
2--2,WMA 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,MP01,18
2--2,WRM 510,2:00pm,5:00pm,Afternoon(2pm - 5pm),2,1,2,2024/2025,PISAD AUD,76
3--1,AAD 506,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,AUD I,87
3--1,ABE 514,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,ELBOG II,78
3--1,AEM 212,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,JAO2,16
3--1,ANN 506,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,JAO3,17
3--1,ANN 506,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,JAO1,15
3--1,ARD 518,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,CAD,8
3--1,BOT 410,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,AUD III,93
3--1,CVE 510/ CVE 514,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,MP02,19
3--1,FIS 318,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,ANE1,6
3--1,FIS 318,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,ANE2,7
3--1,FRM 512,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,A110,3
3--1,FRM 512,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,A105,2
3--1,GLY 320/GLY 322,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,GEO_ROOM1,98
3--1,HRT 506,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,AUD II,86
3--1,HSM 414,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,CENTS-AUD,58
3--1,IFT 102,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,1000 CAP LT HALL,61
3--1,MTS 452,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,ACAD C1-C3,79
3--1,MTS 452,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,ACAD C4-C6,80
3--1,NTD 214,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,COLFHEC1,10
3--1,NTD 214,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,COLFHEC2,11
3--1,PCP 508,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,ENG-AUD,13
3--1,PHS 412,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,COLBIOS AUD,1
3--1,SOS 514,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,AGRIC LAB 1,69
3--1,SOS 514,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,AGRIC LAB 2,70
3--1,VBA 202,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,VET AUD,36
3--1,VCT 502,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,VET 300,32
3--1,VCT 602,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,VET 400,33
3--1,VPT 402,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,VET 200,31
3--1,WRM 508,9:00am,12:00 noon,Morning (9am - 12noon),3,1,2,2024/2025,PISAD AUD,76
3--2,ABE 506,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,AUD I,87
3--2,ABE 524,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,AUD II,86
3--2,AEM 514,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,COLBIOS AUD,1
3--2,CHM 412,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,JAO3,17
3--2,CMS 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,1000 CAP LT HALL,61
3--2,CPT 516,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ACAD C1-C3,79
3--2,CSC 420,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,MP03/04,66
3--2,CVE 328,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,CENTS-AUD,58
3--2,ELE 502,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ANE1,6
3--2,ETS 314,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ACCT-400LR,53
3--2,ETS 314,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ECO-400LR,54
3--2,ETS 314,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ETS-400LR,46
3--2,FIS 506,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,AUD III,93
3--2,FST 506,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ENG-AUD,13
3--2,FWP 402/406/414,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ANE2,7
3--2,407,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ANE2,7
3--2,409,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ANE2,7
3--2,GLY 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,PISAD AUD,76
3--2,HRT 503,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,CPL,12
3--2,HRT 503,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,R205,29
3--2,HSM 212,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,VET AUD,36
3--2,MCE 350,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,ELBOG I,77
3--2,PBS 506,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,CAD,8
3--2,PRM 504,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,JAO1,15
3--2,STS 104,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,MP02,19
3--2,STS 454,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,MP01,18
3--2,VBA 202 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,VET ANAT LAB,39
3--2,VCT 502 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,VET THERIO LAB,97
3--2,VPT 402 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,VET PATH LAB,38
3--2,WMA 512,2:00pm,5:00pm,Afternoon(2pm - 5pm),3,1,2,2024/2025,JAO2,16
4--1,ABE 510 ABE 520,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ABE LR,74
4--1,ABG 504,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ACAD C4-C6,80
4--1,ABG 504,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ACAD B5,84
4--1,AFP 405/406/407/408,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,AGRIC LAB 1,69
4--1,AFP 405/406/407/408,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,AGRIC LAB 2,70
4--1,ANP 508,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ANE1,6
4--1,APH 508,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,JAO3,17
4--1,BCH 416,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,VET AUD,36
4--1,BIO 210,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,CENTS-AUD,58
4--1,BOT 412,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ANE2,7
4--1,CHM 424,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,AUD II,86
4--1,CMS 104,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,1000 CAP LT HALL,61
4--1,CPT 304,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,AUD I,87
4--1,CVE 320,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,AUD III,93
4--1,EMT 314,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,MP02,19
4--1,ETS 406,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ELBOG I,77
4--1,ETS 406,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ELBOG II,78
4--1,FST 310,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ENG-AUD,13
4--1,FWM 316,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,JAO1,15
4--1,GLY 318,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,GEO_ROOM1,98
4--1,HRT 202,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,MP01,18
4--1,HTM 306,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,COLFHEC1,10
4--1,HTM 306,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,COLFHEC2,11
4--1,LIS 104,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,ACAD C1-C3,79
4--1,MTE 518 /520,9:00am,12:00 noon,Morning (9am - 12noon),4,1,2,2024/2025,PISAD AUD,76
