Day_Paper_ID,CourseCode,CourseStart,CourseEnd,CoursePeriod,ExamDayId,IsActive,Semester,Session,Hall,HallID
7--2,LIS 106,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,ACCT-400LR,53
7--2,MCE 522,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,ANE1,6
7--2,MCE 522,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,ANE2,7
7--2,MTS 216,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,1000 CAP LT HALL,61
7--2,MTS 216,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,TETFUND PHS LAB,62
7--2,PBS 504,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,JAO2,16
7--2,PBS 504,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,JAO3,17
7--2,VCH 502,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,VET 300,32
7--2,VCM 102,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,VET AUD,36
7--2,VCM 102,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,VET 200,31
7--2,WMA 302,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,AUD II,86
7--2,WRM 502,2:00pm,5:00pm,Afternoon(2pm - 5pm),7,1,2,2024/2025,A110,3
8--1,ABE 350,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,ACAD C4-C6,80
8--1,ABE 504,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,GLR III,73
8--1,ABG 506,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,AUD III,93
8--1,APH 502,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,AGRIC LAB 1,69
8--1,APH 502,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,AGRIC LAB 2,70
8--1,BCH 310,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,CENTS-AUD,58
8--1,BCH 412,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,JAO2,16
8--1,CHM 432,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,TETFUND PHS LAB,62
8--1,CHM 432,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,TETFUND BIO LAB,64
8--1,CPT 512,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,CPL,12
8--1,CSC 218,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,MP01,18
8--1,CVE 304,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,ENG-AUD,13
8--1,EMT 504,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,ACAD C1-C3,79
8--1,EMT 504,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,ACAD B3,83
8--1,ETS 210,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,JAO3,17
8--1,ETS 310,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,ELBOG I,77
8--1,ETS 310,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,ELBOG II,78
8--1,FST 508,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,AUD I,87
8--1,FWM 308,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,MP02,19
8--1,GLY 206,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,PISAD AUD,76
8--1,GNS 104,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,ANE1,6
8--1,GNS 104,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,ANE2,7
8--1,HTM 204,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,MPL,20
8--1,HTM 318,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,JAO1,15
8--1,MCB 406,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,CAD,8
8--1,MCE 508,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,PPCP LR,88
8--1,MTE 102,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,RC203,28
8--1,NTD 208,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,COLFHEC1,10
8--1,NTD 208,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,COLFHEC2,11
8--1,PBS 502,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,AUD II,86
8--1,PHS 222,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,1000 CAP LT HALL,61
8--1,STS 412,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,COLBIOS AUD,1
8--1,VPT 404,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,VET 200,31
8--1,ZOO 464,9:00am,12:00 noon,Morning (9am - 12noon),8,1,2,2024/2025,VET AUD,36
8--2,AAD 504,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,MP01,18
8--2,ABE 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ANE1,6
8--2,ABE 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ANE2,7
8--2,ABE 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,AGRIC LAB 1,69
8--2,ABE 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,AGRIC LAB 2,70
8--2,ABE 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,MPL,20
8--2,AEM 302,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,CPL,12
8--2,AFP 413/414/415/416,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ACAD C1-C3,79
8--2,AFP 413/414/415/416,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ACAD B3,83
8--2,ANN 502,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,CAD,8
8--2,ANP 304,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,MP02,19
8--2,ANP 506,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,JAO3,17
8--2,ARD 508,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,JAO1,15
8--2,BOT 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,AUD II,86
8--2,BOT 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,VET AUD,36
8--2,CSC 412,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,COLBIOS AUD,1
8--2,ELE 308,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ENG-AUD,13
8--2,ETS 216,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ELBOG I,77
8--2,ETS 216,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ELBOG II,78
8--2,FIS 514,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,AUD III,93
8--2,FRM 504,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,CENTS-AUD,58
8--2,GLY 304,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,GEO_ROOM1,98
8--2,HRT 302,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,AUD I,87
8--2,LIS 108,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,PISAD AUD,76
8--2,MCE 312,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,GLR II,72
8--2,MCE 312,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,GLR III,73
8--2,MTS 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,JAO2,16
8--2,NTD 410,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ACAD C4-C6,80
8--2,NTD 410,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,ACAD B5,84
8--2,PHS 472,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,TETFUND PHS LAB,62
8--2,PHS 472,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,TETFUND CHM LAB,63
8--2,SOS 522,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,1000 CAP LT HALL,61
8--2,VPT 404 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),8,1,2,2024/2025,VET PATH LAB,38
9--1,AAD 304,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,JAO3,17
9--1,ABG 306,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,CAD,8
9--1,ABG 306,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,CPL,12
9--1,ANP 302,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,MP02,19
9--1,ARD 520,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,JAO1,15
9--1,BAM 406,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,AUD III,93
9--1,BAM 406,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,CENTS-AUD,58
9--1,CSC 440,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,ANE1,6
9--1,CSC 440,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,ANE2,7
9--1,CVE 504,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,AUD I,87
9--1,ELE 504,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,ENG-AUD,13
9--1,EMT 316,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,ACAD C1-C3,79
9--1,EMT 316,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,ACAD B3,83
9--1,FIS 308,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,COLFHEC1,10
9--1,FIS 308,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,COLFHEC2,11
9--1,FST 202,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,1000 CAP LT HALL,61
9--1,GLY 308,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,GEO_ROOM1,98
9--1,HSM 424,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,PATTERN LAB,59
9--1,HTM 314,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,AUD II,86
9--1,MTS 494,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,COLBIOS AUD,1
9--1,PHS 494,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,JAO2,16
9--1,SOS 518,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,MP01,18
9--1,SOS 518,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,MPL,20
9--1,VPR 404,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,VET 200,31
9--1,WRM 506,9:00am,12:00 noon,Morning (9am - 12noon),9,1,2,2024/2025,PISAD AUD,76
9--2,AAD 508,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,MP02,19
9--2,ABG 502,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,AUD II,86
9--2,AEM 512,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,JAO2,16
9--2,ANP 512,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,CAD,8
9--2,BAM 304,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,AUD III,93
9--2,BAM 304,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,CENTS-AUD,58
9--2,BOT 208,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,MP01,18
9--2,CPT 510,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,VET AUD,36
9--2,ELE 342,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,1000 CAP LT HALL,61
9--2,ELE 342,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,ANE1,6
9--2,FRM 506,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,PISAD AUD,76
9--2,FST 314,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,ENG-AUD,13
9--2,HSM 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,COLBIOS AUD,1
9--2,HTM 102,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,JAO1,15
9--2,MCB 404,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,JAO3,17
9--2,NTD 416,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,COLFHEC1,10
9--2,NTD 416,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,COLFHEC2,11
9--2,STS 482,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,AGRIC LAB 1,69
9--2,STS 482,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,AGRIC LAB 2,70
9--2,VPR 404 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,VET_PARA_LAB,49
9--2,WMA 322,2:00pm,5:00pm,Afternoon(2pm - 5pm),9,1,2,2024/2025,AUD I,87
10--1,CVE 202,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,1000 CAP LT HALL,61
10--1,CVE 202,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,COLBIOS AUD,1
10--1,PHS 460/PHS 468,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ACAD C1-C3,79
10--1,PHS 460/PHS 468,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ACAD B3,83
10--1,ARD 516,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ACAD C4-C6,80
10--1,ARD 516,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ACAD B5,84
10--1,ETS 410,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ACCT-400LR,53
10--1,ETS 410,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,BAM-400LR,45
10--1,ETS 410,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,BFN-400LR,55
10--1,ETS 410,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ECO-400LR,54
10--1,ABG 508,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,AGRIC LAB 1,69
10--1,ABG 508,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,AGRIC LAB 2,70
10--1,MCB 116,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ANE1,6
10--1,MCB 116,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ANE2,7
10--1,EMT 102,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,AUD I,87
10--1,CHM 422,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,AUD II,86
10--1,CHM 422,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,PPCP LR,88
10--1,CHM 422,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,PBST LR,89
10--1,FIS 504,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,AUD III,93
10--1,HSM 210,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,CENTS-AUD,58
10--1,HTM 210,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,COLFHEC1,10
10--1,HTM 210,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,COLFHEC3,65
10--1,BOT 408,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,CPL,12
10--1,BOT 408,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,R205,29
10--1,AFP 401/402/403/404,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ELBOG I,77
10--1,AFP 401/402/403/404,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ELBOG II,78
10--1,ELE  302,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ENG-AUD,13
10--1,ETS 316,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,ETS-400LR,46
10--1,MCE 502,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,GLR I,71
10--1,ABE 502,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,GLR III,73
10--1,BIO 202,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,JAO1,15
10--1,BIO 202,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,JAO2,16
10--1,HRT 502,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,JAO3,17
10--1,HRT 502,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,CAD,8
10--1,PHS 242,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,YAKUB_MAHMOOD_HALL(EXAM),50
10--1,SEN 104,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,MP01,18
10--1,EMT 306,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,MP02,19
10--1,EMT 306,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,MPL,20
10--1,BOT 102,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,PISAD AUD,76
10--1,STS 212,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,TETFUND PHS LAB,62
10--1,STS 212,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,TETFUND BIO LAB,64
10--1,VPT 302,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,VET 200,31
10--1,VPC 404,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,VET 300,32
10--1,FWM 312,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,VET AUD,36
10--1,EMT 510,9:00am,12:00 noon,Morning (9am - 12noon),10,1,2,2024/2025,RC203,28
10--2,AAD 302,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,JAO2,16
10--2,AEM 306,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,ENG-AUD,13
10--2,ANN 302,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,JAO3,17
10--2,ARD 306,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,MP01,18
10--2,BCH 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,ACAD C4-C6,80
10--2,BCH 204,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,ACAD B5,84
10--2,BOT 104,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,CPL,12
10--2,BOT 206,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,MPL,20
10--2,CSC 444,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,1000 CAP LT HALL,61
10--2,CVE 308,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,AGRIC LAB 1,69
10--2,CVE 308,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,AGRIC LAB 2,70
10--2,EMT 206,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,ACAD C1-C3,79
10--2,EMT 206,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,ACAD B3,83
10--2,EMT 522,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,AUD I,87
10--2,ETS 218,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,ELBOG I,77
10--2,FIS 312,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,MP02,19
10--2,FST 206,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,AUD III,93
10--2,FST 512,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,RC203,28
10--2,FWP 418,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,COLBIOS AUD,1
10--2,HSM 202,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,CENTS-AUD,58
10--2,HSM 422,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,COLFHEC1,10
10--2,HTM 206,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,YAKUB_MAHMOOD_HALL(EXAM),50
10--2,MCB 114,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,ANE1,6
10--2,MCB 114,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,ANE2,7
10--2,PBS 304,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,CAD,8
10--2,PCP 304,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,AUD II,86
10--2,PHS 464,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,TETFUND PHS LAB,62
10--2,STS 484,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,JAO1,15
10--2,VBP 204 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,VET_PHY_LAB,48
10--2,VPC 404 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,VET_PHARM_LAB,51
10--2,VPT 302 P,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,VET PATH LAB,38
10--2,WMA 316,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,VET AUD,36
10--2,ZOO 104,2:00pm,5:00pm,Afternoon(2pm - 5pm),10,1,2,2024/2025,PISAD AUD,76
